,10.0,1.0,0.1,0.01
0,0.804785756069026,0.8015684410646388,0.7850979818660427,0.7356317636735887
1,0.8423150043872477,0.8387503656039778,0.8278553670663937,0.8079847908745247
2,0.8483109096226967,0.8444172272594326,0.8336136297162913,0.8196841181632056
3,0.8482195086282539,0.8448742322316467,0.8354599298040363,0.8235046797309155
4,0.8504862532904358,0.8479270254460368,0.838366481427318,0.8256251828019889
5,0.8490055571804621,0.8467753729160573,0.8381653992395437,0.824656332260895
6,0.8522045919859608,0.8498281661304475,0.8414192746417081,0.8284586136297163
7,0.8517110266159695,0.8494625621526762,0.8427171687627961,0.8301586721263527
8,0.8486765136004679,0.8468667739105001,0.8405052646972799,0.8286231354197133
9,0.8516561860193039,0.8499012869260018,0.8450570342205324,0.8327178999707516
10,0.8503582918982159,0.8484388710149167,0.8426074875694648,0.8311275226674466
