,10.0,1.0,0.1,0.01
0,0.8437132784958872,0.7491186839012925,0.6603995299647474,0.5887191539365453
1,0.8460634547591069,0.7890716803760282,0.7538190364277321,0.7332549941245593
2,0.845475910693302,0.7949471210340776,0.7661574618096357,0.7526439482961222
3,0.8589894242068156,0.800235017626322,0.7643948296122209,0.7485311398354877
4,0.8601645123384254,0.8025851938895417,0.7679200940070505,0.7373678025851939
5,0.8695652173913043,0.8125734430082256,0.7690951821386603,0.7555816686251469
6,0.86427732079906,0.8202115158636898,0.7773207990599295,0.7591069330199764
7,0.8854289071680376,0.8296122209165687,0.7837837837837838,0.7573443008225617
8,0.8772032902467685,0.8149236192714454,0.7873090481786134,0.754994124559342
9,0.8913043478260869,0.8331374853113983,0.7861339600470035,0.7561692126909518
10,0.8877790834312573,0.8249118683901293,0.7732079905992949,0.7491186839012925
