,10.0,1.0,0.1,0.01
0,0.8070525007312079,0.803487861947938,0.7867249195671249,0.7363629716291313
1,0.83668470312957,0.8341071950862825,0.822060544018719,0.802482451009067
2,0.8422784439894706,0.8396278151506288,0.8295554255630301,0.811622550453349
3,0.8437591400994443,0.8414009944428196,0.8309812810763381,0.8137796139221994
4,0.8450387540216437,0.8427354489616847,0.8339426732962855,0.8193367943843229
5,0.8470678560982744,0.8447645510383153,0.8367029833284586,0.8211282538754021
6,0.8488593155893536,0.845696841181632,0.8380739982451009,0.8230293945598128
7,0.8465011699327288,0.8444720678560983,0.8374890318806668,0.8225358291898216
8,0.8494808423515647,0.847543141269377,0.839828897338403,0.8260090669786487
9,0.8465377303305059,0.8449290728283124,0.8392073705761919,0.8266305937408599
10,0.8490238373793507,0.8477442234571512,0.8414009944428196,0.8281478502486107
11,0.8491517987715707,0.8480001462415911,0.8418397192161451,0.8289704591985961
12,0.8497733255337818,0.8483657502193623,0.8423332845861363,0.8293360631763673
13,0.8492066393682364,0.8484023106171396,0.8435763381105587,0.8312920444574436
14,0.85055937408599,0.8490421175782392,0.8435763381105587,0.8328824217607488
15,0.8504679730915472,0.8492980403626792,0.8455505995905236,0.8337598713073998
16,0.8479818660427025,0.8470678560982744,0.8424795261772448,0.8305973968996783
17,0.8480732670371454,0.8468667739105001,0.842680608365019,0.8337781515062884
18,0.8495539631471191,0.8490421175782392,0.8446000292483182,0.8325716583796432
19,0.8488227551915765,0.8485668324071366,0.8448925124305352,0.8348566832407136
20,0.850266890903773,0.8498281661304475,0.845952763966072,0.8355696109973677
21,0.8497916057326703,0.8486947937993565,0.845696841181632,0.8352405674173735
22,0.849133518572682,0.8485851126060252,0.8451667154138637,0.8358803743784733
23,0.849517402749342,0.8488593155893536,0.8452032758116408,0.8347104416496052
24,0.8480732670371454,0.8471958174904943,0.8443075460661011,0.8348749634396022
25,0.8486399532026908,0.8476528224627083,0.8437591400994443,0.8343631178707225
26,0.8503217315004388,0.8499561275226675,0.8467753729160573,0.8377997952617724
27,0.8477259432582627,0.8472872184849372,0.8443806668616555,0.834253436677391
