,10.0,1.0,0.1,0.01
0,0.804785756069026,0.8015684410646388,0.7850979818660427,0.7356317636735887
1,0.8423150043872477,0.8387503656039778,0.8278553670663937,0.8079847908745247
2,0.8483109096226967,0.8444172272594326,0.8336136297162913,0.8196841181632056
3,0.8482195086282539,0.8448742322316467,0.8354599298040363,0.8235046797309155
4,0.8504862532904358,0.8479270254460368,0.838366481427318,0.8256251828019889
5,0.8490055571804621,0.8467753729160573,0.8381653992395437,0.824656332260895
6,0.8522045919859608,0.8498281661304475,0.8414192746417081,0.8284586136297163
7,0.8517110266159695,0.8494625621526762,0.8427171687627961,0.8301586721263527
8,0.8486765136004679,0.8468667739105001,0.8405052646972799,0.8286231354197133
9,0.8516561860193039,0.8499012869260018,0.8450570342205324,0.8327178999707516
10,0.8503582918982159,0.8484388710149167,0.8426074875694648,0.8311275226674466
11,0.849846446329336,0.8489872769815736,0.8434300965194501,0.8319866920152091
12,0.8494808423515647,0.8482926294238081,0.8434118163205616,0.8323888563907575
13,0.8509066978648727,0.8496636443404504,0.8451849956127523,0.8331383445451886
14,0.8514368236326412,0.8503400116993273,0.8464463293360632,0.8351674466218193
15,0.8510529394559813,0.8502851711026616,0.8466108511260603,0.8360631763673588
16,0.8508701374670956,0.8501389295115531,0.8462635273471776,0.8364105001462416
17,0.8506507750804329,0.8501572097104416,0.8459710441649605,0.8355513307984791
18,0.8485302720093595,0.8475614214682656,0.8448559520327581,0.8353685288095934
19,0.8483474700204738,0.8482743492249196,0.8450935946183095,0.8362642585551331
20,0.8487679145949107,0.8477990640538169,0.8440699034805499,0.8357341327873647
21,0.8492980403626792,0.848968996782685,0.8453860778005264,0.8365019011406845
22,0.8487679145949107,0.8484937116115824,0.8448011114360924,0.8368857853173443
23,0.8497002047382276,0.8487861947937994,0.8454957589938579,0.8374159110851126
24,0.8481463878326996,0.8472689382860485,0.8441613044749927,0.835258847616262
25,0.8498647265282246,0.8494442819537876,0.846409768938286,0.838951447791752
