,10.0,1.0,0.1,0.01
0,0.8448883666274971,0.745593419506463,0.6645123384253819,0.5752056404230317
1,0.8431257344300822,0.7843713278495887,0.7314923619271445,0.7015276145710928
2,0.8425381903642774,0.781433607520564,0.7350176263219741,0.7032902467685076
3,0.8443008225616921,0.7773207990599295,0.7432432432432432,0.7244418331374853
4,0.854876615746181,0.7896592244418331,0.7438307873090482,0.7138660399529965
5,0.854876615746181,0.790834312573443,0.754406580493537,0.7256169212690952
6,0.8666274970622797,0.799647473560517,0.7649823736780259,0.7320799059929495
7,0.8537015276145711,0.8019976498237368,0.7614571092831962,0.7344300822561692
8,0.8619271445358402,0.7984723854289072,0.7649823736780259,0.7373678025851939
9,0.8648648648648649,0.8049353701527615,0.763219741480611,0.7385428907168038
10,0.8595769682726204,0.8061104582843713,0.7626321974148061,0.7391304347826086
11,0.8601645123384254,0.8113983548766157,0.7696827262044653,0.7414806110458284
12,0.8678025851938895,0.8084606345475911,0.7696827262044653,0.7491186839012925
13,0.8766157461809636,0.8237367802585194,0.763807285546416,0.7373678025851939
14,0.8760282021151586,0.8137485311398355,0.7755581668625147,0.7432432432432432
15,0.8801410105757932,0.8202115158636898,0.7708578143360753,0.736780258519389
16,0.8889541715628673,0.8290246768507638,0.7743830787309048,0.7432432432432432
17,0.8754406580493537,0.8260869565217391,0.7773207990599295,0.7508813160987075
