,10.0,1.0,0.1,0.01
0,0.8437132784958872,0.7491186839012925,0.6603995299647474,0.5887191539365453
1,0.8460634547591069,0.7890716803760282,0.7538190364277321,0.7332549941245593
2,0.845475910693302,0.7949471210340776,0.7661574618096357,0.7526439482961222
3,0.8589894242068156,0.800235017626322,0.7643948296122209,0.7485311398354877
4,0.8601645123384254,0.8025851938895417,0.7679200940070505,0.7373678025851939
5,0.8695652173913043,0.8125734430082256,0.7690951821386603,0.7555816686251469
6,0.86427732079906,0.8202115158636898,0.7773207990599295,0.7591069330199764
7,0.8854289071680376,0.8296122209165687,0.7837837837837838,0.7573443008225617
8,0.8772032902467685,0.8149236192714454,0.7873090481786134,0.754994124559342
9,0.8913043478260869,0.8331374853113983,0.7861339600470035,0.7561692126909518
10,0.8877790834312573,0.8249118683901293,0.7732079905992949,0.7491186839012925
11,0.881903642773208,0.827262044653349,0.7902467685076381,0.7567567567567568
12,0.8783783783783784,0.8225616921269095,0.7767332549941246,0.7520564042303173
13,0.881316098707403,0.8290246768507638,0.7861339600470035,0.763219741480611
14,0.8836662749706228,0.836662749706228,0.790834312573443,0.763219741480611
15,0.882491186839013,0.8284371327849589,0.7867215041128085,0.7561692126909518
16,0.8866039952996475,0.8319623971797885,0.7967097532314924,0.7673325499412456
17,0.8895417156286721,0.8337250293772033,0.7914218566392479,0.763807285546416
18,0.8918918918918919,0.8378378378378378,0.7902467685076381,0.7620446533490012
19,0.8930669800235017,0.8431257344300822,0.7943595769682726,0.77262044653349
20,0.8983548766157462,0.8490011750881316,0.8096357226792009,0.7737955346650999
21,0.8883666274970623,0.8443008225616921,0.7925969447708578,0.7649823736780259
22,0.8936545240893067,0.8437132784958872,0.7955346650998825,0.7591069330199764
23,0.9065804935370153,0.8519388954171563,0.8019976498237368,0.7702702702702703
24,0.8936545240893067,0.8466509988249119,0.8019976498237368,0.7720329024676851
25,0.8930669800235017,0.8448883666274971,0.7972972972972973,0.7743830787309048
